report_index,category,is_synthetic,synthetic_id,file_name,size,md5,sha1,sha256,app_name,package_name,main_activity,target_sdk,min_sdk,max_sdk,android_version_name,android_version_code,security_score,risk_level,grade,trackers_detection,findings_high,findings_medium,findings_info,findings_secure,findings_hotspot,activities,services,receivers,providers,exported_activities,exported_services,exported_receivers,exported_providers,binary_signed,v1_signature,v2_signature,v3_signature,v4_signature,cert_subject,cert_issuer,cert_valid_from,cert_valid_to,cert_analysis_high,cert_analysis_warning,cert_analysis_info,manifest_high,manifest_warning,manifest_info,manifest_suppressed,permissions_total,permissions_dangerous,dangerous_permissions_list,all_permissions_list,malware_permission_matches,other_common_permission_matches,has_anti_vm_code,has_anti_debug_code,has_anti_root_code,has_obfuscator,has_dexmerge_manipulation,signed_with_debug_cert,janus_vulnerable
9284,banking_apk_scams,True,SYN-009284,1dfcb7e8db89c18398d09f93851dd0ef13da877f8cd91f05df392d7436e1d4c0.apk,0.28MB,1b5765b2ff29176e6302b6684d0aa62c,f2ab35bf26bfa434fadd96136e87a411ac8058b2,1dfcb7e8db89c18398d09f93851dd0ef13da877f8cd91f05df392d7436e1d4c0,,net.group.qrdgi,net.group.qrdgi.MainActivity,19,11,,9.8.63,7194184,31,HIGH RISK,D,,2,5,1,0,1,8,4,0,2,8,0,0,2,True,True,True,True,False,"C=US, O=AppDev, CN=Release Key","C=US, O=AppDev, CN=Release Key",2010-08-23 00:00:00+00:00,2027-02-12 00:00:00+00:00,0,0,1,1,4,1,0,14,3,android.permission.DISABLE_KEYGUARD;android.permission.READ_CALL_LOG;android.permission.SYSTEM_ALERT_WINDOW,android.permission.ACCESS_WIFI_STATE;android.permission.AUTHENTICATE_ACCOUNTS;android.permission.DISABLE_KEYGUARD;android.permission.EXPAND_STATUS_BAR;android.permission.FOREGROUND_SERVICE;android.permission.GET_TASKS;android.permission.INTERNET;android.permission.POST_NOTIFICATIONS;android.permission.READ_CALL_LOG;android.permission.REORDER_TASKS;android.permission.SYSTEM_ALERT_WINDOW;android.permission.USE_BIOMETRIC;android.permission.USE_CREDENTIALS;com.google.android.c2dm.permission.RECEIVE,3/25,11/44,True,False,True,False,True,False,False
9285,banking_apk_scams,True,SYN-009285,51d22971b63621996e4e56ba989e951b164cd58c873389c9af2457a9b4fb4d1d.apk,8.59MB,f8cbdfdab75b0a84375917e3fa44e6d0,b8819b63914171f5dfa351d23c908cb836fbfc4f,51d22971b63621996e4e56ba989e951b164cd58c873389c9af2457a9b4fb4d1d,NationalTransfer App,app.team.ioppg,app.team.ioppg.MainActivity,15,15,,7.8.98,2573482,25,HIGH RISK,D,,5,7,0,3,1,24,11,11,3,1,1,8,0,True,False,True,True,False,"C=US, O=team, CN=NationalTransfer App","C=US, O=team, CN=NationalTransfer App",2015-06-26 00:00:00+00:00,2040-10-14 00:00:00+00:00,0,2,0,3,5,0,0,15,7,android.permission.ACCESS_FINE_LOCATION;android.permission.CALL_PHONE;android.permission.DISABLE_KEYGUARD;android.permission.READ_PHONE_STATE;android.permission.RECEIVE_SMS;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.WRITE_CONTACTS,android.permission.ACCESS_ADSERVICES_ATTRIBUTION;android.permission.ACCESS_FINE_LOCATION;android.permission.ACCESS_WIFI_STATE;android.permission.AUTHENTICATE_ACCOUNTS;android.permission.CALL_PHONE;android.permission.CHANGE_WIFI_STATE;android.permission.DISABLE_KEYGUARD;android.permission.KILL_BACKGROUND_PROCESSES;android.permission.READ_PHONE_NUMBERS;android.permission.READ_PHONE_STATE;android.permission.READ_SYNC_SETTINGS;android.permission.RECEIVE_SMS;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.SCHEDULE_EXACT_ALARM;android.permission.WRITE_CONTACTS,7/25,8/44,False,True,False,True,False,False,False
9286,banking_apk_scams,True,SYN-009286,13f95e3ab87a5d90c47f85acd1272551e5d1bda640f0ab67b9af08bfeb4959a6.apk,70.17MB,62327066a55413bcd0dfe9003f6d82c9,899b2afa8adcd4a4948357a9b35fe6f18c3dd477,13f95e3ab87a5d90c47f85acd1272551e5d1bda640f0ab67b9af08bfeb4959a6,SafeLoan Lite,info.soft.irgg,info.soft.irgg.MainActivity,33,18,,5.3.14,3595912,36,HIGH RISK,D,,0,8,0,2,2,6,13,4,1,1,6,1,0,True,False,False,False,False,"C=US, O=Android, CN=Android Debug","C=US, O=Android, CN=Android Debug",2022-09-18 00:00:00+00:00,2045-04-24 00:00:00+00:00,2,1,0,1,2,0,0,19,8,android.permission.BIND_DEVICE_ADMIN;android.permission.PROCESS_OUTGOING_CALLS;android.permission.READ_CALL_LOG;android.permission.READ_EXTERNAL_STORAGE;android.permission.RECEIVE_BOOT_COMPLETED;android.permission.RECORD_AUDIO;android.permission.SYSTEM_ALERT_WINDOW;android.permission.WRITE_EXTERNAL_STORAGE,android.permission.ACCESS_LOCATION_EXTRA_COMMANDS;android.permission.AUTHENTICATE_ACCOUNTS;android.permission.BIND_DEVICE_ADMIN;android.permission.EXPAND_STATUS_BAR;android.permission.GET_ACCOUNTS;android.permission.INTERNET;android.permission.MANAGE_ACCOUNTS;android.permission.MODIFY_AUDIO_SETTINGS;android.permission.PROCESS_OUTGOING_CALLS;android.permission.READ_CALL_LOG;android.permission.READ_EXTERNAL_STORAGE;android.permission.READ_MEDIA_IMAGES;android.permission.READ_MEDIA_VIDEO;android.permission.RECEIVE_BOOT_COMPLETED;android.permission.RECORD_AUDIO;android.permission.SYSTEM_ALERT_WINDOW;android.permission.USE_CREDENTIALS;android.permission.WRITE_EXTERNAL_STORAGE;com.google.android.gms.permission.AD_ID,8/25,11/44,True,False,True,False,False,True,False
9287,banking_apk_scams,True,SYN-009287,7b42766074222387fec49f0738edb49c53259903a11c4677fe5c92af71ca31ac.apk,45.57MB,51e02a6399cc25fea7ba040cbb49dcd5,7433b171de834d59a1aac9530383dac304ffe4bd,7b42766074222387fec49f0738edb49c53259903a11c4677fe5c92af71ca31ac,MyWallet Now,org.studio.ywecjyivdn,org.studio.ywecjyivdn.MainActivity,25,11,,3.7.98,5795014,55,MEDIUM RISK,C,,0,5,2,1,2,23,12,13,5,20,8,0,3,True,False,True,True,False,"C=US, O=MyCompany, CN=MyWallet Now","C=US, O=MyCompany, CN=MyWallet Now",2023-11-06 00:00:00+00:00,2028-02-12 00:00:00+00:00,2,1,0,0,2,2,0,15,10,android.permission.ACCESS_FINE_LOCATION;android.permission.BIND_DEVICE_ADMIN;android.permission.CALL_PHONE;android.permission.READ_PHONE_STATE;android.permission.READ_SMS;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.SEND_SMS;android.permission.WRITE_CONTACTS;android.permission.WRITE_EXTERNAL_STORAGE;android.permission.WRITE_SETTINGS,android.permission.ACCESS_FINE_LOCATION;android.permission.ACCESS_WIFI_STATE;android.permission.BIND_DEVICE_ADMIN;android.permission.BLUETOOTH_ADMIN;android.permission.BROADCAST_STICKY;android.permission.CALL_PHONE;android.permission.READ_PHONE_NUMBERS;android.permission.READ_PHONE_STATE;android.permission.READ_SMS;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.SEND_SMS;android.permission.USE_FINGERPRINT;android.permission.WRITE_CONTACTS;android.permission.WRITE_EXTERNAL_STORAGE;android.permission.WRITE_SETTINGS,10/25,5/44,False,False,False,True,False,False,False
9288,banking_apk_scams,True,SYN-009288,4855b36d740a7417918cec6db93f54d7719397fbddc4833fe3fb4797c00b278a.apk,6.67MB,e2d83c4ec5f9d75db7cf59e5b1326803,67aebed29ece7e2b2282c8d40cc9ce36699e151a,4855b36d740a7417918cec6db93f54d7719397fbddc4833fe3fb4797c00b278a,DirectBank Connect,net.soft.jaqlg,net.soft.jaqlg.MainActivity,33,19,,4.0.12,7307314,50,MEDIUM RISK,C,,2,4,2,3,0,5,4,15,2,5,2,13,2,True,False,True,False,False,"C=US, O=MyCompany, CN=Android Debug","C=US, O=MyCompany, CN=Android Debug",2015-08-26 00:00:00+00:00,2044-08-18 00:00:00+00:00,3,0,1,0,8,0,0,5,1,android.permission.BIND_ACCESSIBILITY_SERVICE,android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.BLUETOOTH;android.permission.READ_SYNC_SETTINGS;android.permission.USE_BIOMETRIC;android.permission.WRITE_SYNC_SETTINGS,1/25,4/44,False,False,False,False,False,True,True
9289,banking_apk_scams,True,SYN-009289,84b768e4bf58940e3fa96347a4bb1f3dba3bded3ca62f262c571f12efc613807.apk,20.69MB,8c3f22ae973e3fa3a6935edfcd2b401e,dd8596415682ffc8537921c9829d7d65587f8238,84b768e4bf58940e3fa96347a4bb1f3dba3bded3ca62f262c571f12efc613807,DirectLoan Now,net.group.zxirsaohg,net.group.zxirsaohg.MainActivity,17,16,,3.2.62,5700038,26,HIGH RISK,D,6/400,3,1,2,2,2,4,13,3,7,3,2,0,0,True,True,False,False,False,"C=US, O=AppDev, CN=DirectLoan Now","C=US, O=AppDev, CN=DirectLoan Now",2017-11-21 00:00:00+00:00,2025-12-24 00:00:00+00:00,0,0,0,1,7,2,0,11,8,android.permission.BIND_DEVICE_ADMIN;android.permission.CALL_PHONE;android.permission.READ_CONTACTS;android.permission.READ_PHONE_STATE;android.permission.RECORD_AUDIO;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.SYSTEM_ALERT_WINDOW;android.permission.WRITE_EXTERNAL_STORAGE,android.permission.AUTHENTICATE_ACCOUNTS;android.permission.BIND_DEVICE_ADMIN;android.permission.CALL_PHONE;android.permission.PERSISTENT_ACTIVITY;android.permission.READ_CONTACTS;android.permission.READ_PHONE_STATE;android.permission.RECORD_AUDIO;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.RESTART_PACKAGES;android.permission.SYSTEM_ALERT_WINDOW;android.permission.WRITE_EXTERNAL_STORAGE,8/25,3/44,False,True,False,False,True,False,False
9290,banking_apk_scams,True,SYN-009290,e1768683ab6500954c69e979b66ab6da5b5878507460f1d97b61bcd69c218985.apk,25.67MB,4f5742bca02782bc51351f72c6facd93,b145d645e78aa65e31b3c27c85da7af1035d26d5,e1768683ab6500954c69e979b66ab6da5b5878507460f1d97b61bcd69c218985,RapidSave Go,xyz.solutions.qjlerdz,xyz.solutions.qjlerdz.MainActivity,18,16,,3.1.20,2120901,54,MEDIUM RISK,C,,4,2,0,0,1,19,6,9,8,18,4,8,1,True,False,True,False,False,"C=US, O=AppDev, CN=RapidSave Go","C=US, O=AppDev, CN=RapidSave Go",2012-08-27 00:00:00+00:00,2046-07-26 00:00:00+00:00,3,2,1,2,5,1,0,9,1,android.permission.ACCESS_COARSE_LOCATION,android.permission.ACCESS_COARSE_LOCATION;android.permission.ACCESS_NETWORK_STATE;android.permission.AUTHENTICATE_ACCOUNTS;android.permission.CHANGE_NETWORK_STATE;android.permission.MODIFY_AUDIO_SETTINGS;android.permission.NFC;android.permission.VIBRATE;com.google.android.c2dm.permission.RECEIVE;com.google.android.gms.permission.AD_ID,1/25,8/44,False,False,True,False,False,False,False
9291,banking_apk_scams,True,SYN-009291,dba9c9d5711723589555617bd97cb38eea9237a9802cc2ffd8618e7d89c22add.apk,3.44MB,a4df262ac404371acde99335c49d64c8,b3e1428aceef86eed33227dbabe765237898c8eb,dba9c9d5711723589555617bd97cb38eea9237a9802cc2ffd8618e7d89c22add,SecureRemit Online,xyz.solutions.iudsqaaj,xyz.solutions.iudsqaaj.MainActivity,25,19,,7.0.49,7602455,38,HIGH RISK,C,8/450,3,4,3,0,1,24,18,14,6,17,3,8,6,True,False,True,True,False,"C=US, O=AppDev, CN=SecureRemit Online","C=US, O=AppDev, CN=SecureRemit Online",2014-08-15 00:00:00+00:00,2036-05-17 00:00:00+00:00,1,1,1,2,2,0,0,16,9,android.permission.ACCESS_FINE_LOCATION;android.permission.BIND_DEVICE_ADMIN;android.permission.CALL_PHONE;android.permission.DISABLE_KEYGUARD;android.permission.PROCESS_OUTGOING_CALLS;android.permission.READ_CALL_LOG;android.permission.RECORD_AUDIO;android.permission.WRITE_CALL_LOG;android.permission.WRITE_CONTACTS,android.permission.ACCESS_ADSERVICES_AD_ID;android.permission.ACCESS_FINE_LOCATION;android.permission.BIND_DEVICE_ADMIN;android.permission.CALL_PHONE;android.permission.CHANGE_WIFI_STATE;android.permission.DISABLE_KEYGUARD;android.permission.GET_TASKS;android.permission.INTERNET;android.permission.PROCESS_OUTGOING_CALLS;android.permission.READ_CALL_LOG;android.permission.READ_MEDIA_IMAGES;android.permission.READ_MEDIA_VIDEO;android.permission.READ_SYNC_SETTINGS;android.permission.RECORD_AUDIO;android.permission.WRITE_CALL_LOG;android.permission.WRITE_CONTACTS,9/25,7/44,True,False,False,False,False,False,False
9292,banking_apk_scams,True,SYN-009292,3ac5a9eaa4b735c7166dae4878784fc6647cc815ff758b5ef8c3e8858e9cd43b.apk,10.81MB,a783539dcd1b4d274a8785a19923663a,ccf604ff783e91ca6f94d09aa8ca4ff3e34604f2,3ac5a9eaa4b735c7166dae4878784fc6647cc815ff758b5ef8c3e8858e9cd43b,UnitedBank Hub,xyz.systems.ctjpnyb,xyz.systems.ctjpnyb.MainActivity,34,9,,9.7.28,5502203,42,MEDIUM RISK,B,,3,6,1,0,3,24,2,3,2,21,2,1,0,True,True,False,False,False,"C=US, O=AppDev, CN=UnitedBank Hub","C=US, O=AppDev, CN=UnitedBank Hub",2014-09-22 00:00:00+00:00,2048-08-13 00:00:00+00:00,1,0,2,2,7,2,0,8,1,android.permission.READ_PHONE_STATE,android.permission.CHANGE_NETWORK_STATE;android.permission.GET_TASKS;android.permission.MANAGE_ACCOUNTS;android.permission.READ_PHONE_STATE;android.permission.READ_SYNC_SETTINGS;android.permission.SCHEDULE_EXACT_ALARM;android.permission.SET_WALLPAPER;com.google.android.gms.permission.AD_ID,1/25,7/44,False,False,False,False,False,False,False
9293,banking_apk_scams,True,SYN-009293,478f9de8d342b540c6cfcf35d68bf8613395795e9652418e12d3b4a3b8114b1b.apk,3.7MB,81ef1d30eeb840ed7142829eedcb4252,105174a19bcf3b4978975aeadcb1ed541e076989,478f9de8d342b540c6cfcf35d68bf8613395795e9652418e12d3b4a3b8114b1b,MetroCash Now,org.digital.auqjcjyh,org.digital.auqjcjyh.MainActivity,16,10,,1.6.44,3760435,30,HIGH RISK,C,1/450,4,5,2,1,0,4,14,8,3,2,10,1,1,True,False,True,True,False,"C=US, O=AppDev, CN=Android Debug","C=US, O=AppDev, CN=Android Debug",2016-05-18 00:00:00+00:00,2042-10-25 00:00:00+00:00,3,0,0,2,5,2,0,15,7,android.permission.ACCESS_COARSE_LOCATION;android.permission.ACCESS_FINE_LOCATION;android.permission.CAMERA;android.permission.READ_PHONE_STATE;android.permission.SEND_SMS;android.permission.SYSTEM_ALERT_WINDOW;android.permission.WRITE_SMS,android.permission.ACCESS_ADSERVICES_AD_ID;android.permission.ACCESS_COARSE_LOCATION;android.permission.ACCESS_FINE_LOCATION;android.permission.ACCESS_LOCATION_EXTRA_COMMANDS;android.permission.ACCESS_NETWORK_STATE;android.permission.CAMERA;android.permission.GET_ACCOUNTS;android.permission.MODIFY_AUDIO_SETTINGS;android.permission.NFC;android.permission.POST_NOTIFICATIONS;android.permission.READ_PHONE_STATE;android.permission.SEND_SMS;android.permission.SYSTEM_ALERT_WINDOW;android.permission.USE_CREDENTIALS;android.permission.WRITE_SMS,7/25,8/44,True,False,True,False,False,True,False
9294,banking_apk_scams,True,SYN-009294,cacdcebe0b0ab8407489f59d3ea81be9cf3ae340a8eec6a15ed7bd3ea14b5fe6.apk,34.69MB,e241ed898e07b02e593db9524e108124,d3bb15b855a18d18bdbc13a3c8b8978ed3f0a221,cacdcebe0b0ab8407489f59d3ea81be9cf3ae340a8eec6a15ed7bd3ea14b5fe6,TrustCredit Go,net.mobile.ysqpcbkz,net.mobile.ysqpcbkz.MainActivity,24,18,,5.9.70,7098265,44,MEDIUM RISK,B,6/400,0,0,3,3,1,17,4,0,6,11,1,0,0,True,False,True,True,False,"C=US, O=Android, CN=TrustCredit Go","C=US, O=Android, CN=TrustCredit Go",2022-12-21 00:00:00+00:00,2041-08-10 00:00:00+00:00,2,1,1,0,1,0,0,7,2,android.permission.RECEIVE_SMS;android.permission.WRITE_SMS,android.permission.AUTHENTICATE_ACCOUNTS;android.permission.KILL_BACKGROUND_PROCESSES;android.permission.MANAGE_EXTERNAL_STORAGE;android.permission.RECEIVE_SMS;android.permission.USE_EXACT_ALARM;android.permission.VIBRATE;android.permission.WRITE_SMS,2/25,5/44,False,False,False,True,False,False,True
9295,banking_apk_scams,True,SYN-009295,b269d11b5d2281e3a6b7ae53a3d0723943941994aaf84646fe98b84798ad4781.apk,32.85MB,ef5a318225fd9475c53299a5702bdc4a,7ad10819ec2a50a4d1edfea335168920c2b5e388,b269d11b5d2281e3a6b7ae53a3d0723943941994aaf84646fe98b84798ad4781,InstantCash Connect,info.labs.tkehqtyg,info.labs.tkehqtyg.MainActivity,25,23,,3.2.51,3067015,41,MEDIUM RISK,B,1/432,0,6,2,3,1,19,15,5,8,12,4,3,2,True,True,True,False,False,"C=US, O=MyCompany, CN=InstantCash Connect","C=US, O=MyCompany, CN=InstantCash Connect",2016-08-15 00:00:00+00:00,2031-08-08 00:00:00+00:00,3,2,0,0,7,2,0,9,5,android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.CALL_PHONE;android.permission.DISABLE_KEYGUARD;android.permission.RECEIVE_SMS;android.permission.WRITE_SETTINGS,android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.CALL_PHONE;android.permission.DISABLE_KEYGUARD;android.permission.INTERACT_ACROSS_USERS;android.permission.POST_NOTIFICATIONS;android.permission.READ_MEDIA_AUDIO;android.permission.RECEIVE_SMS;android.permission.REORDER_TASKS;android.permission.WRITE_SETTINGS,5/25,4/44,False,False,True,False,False,False,False
9296,banking_apk_scams,True,SYN-009296,5e21fb5a32b0ddefc88f9732d0ea6f6beb68e3505e6cad1fd67b7a63e91ba796.apk,55.43MB,b53abfad51b5d2afcdee3b1bbf45b7e5,6735f30d48f9c85a247e8afa66b45e5c03e37e3c,5e21fb5a32b0ddefc88f9732d0ea6f6beb68e3505e6cad1fd67b7a63e91ba796,UnitedFund Go,org.studio.kxzceswk,org.studio.kxzceswk.MainActivity,20,11,,6.4.89,8853181,54,MEDIUM RISK,B,3/300,0,10,3,2,1,10,11,1,2,0,10,0,2,True,False,True,True,False,"C=US, O=Unknown, CN=UnitedFund Go","C=US, O=Unknown, CN=UnitedFund Go",2013-12-07 00:00:00+00:00,2055-10-02 00:00:00+00:00,3,1,0,0,2,0,0,12,5,android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.INSTALL_PACKAGES;android.permission.PROCESS_OUTGOING_CALLS;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.WRITE_EXTERNAL_STORAGE,android.permission.ACCESS_WIFI_STATE;android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.BROADCAST_STICKY;android.permission.CHANGE_CONFIGURATION;android.permission.INSTALL_PACKAGES;android.permission.INTERACT_ACROSS_USERS;android.permission.KILL_BACKGROUND_PROCESSES;android.permission.PROCESS_OUTGOING_CALLS;android.permission.READ_MEDIA_AUDIO;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.USE_CREDENTIALS;android.permission.WRITE_EXTERNAL_STORAGE,5/25,7/44,True,False,False,False,False,False,False
9297,banking_apk_scams,True,SYN-009297,92919c3c4fd1d3f8ccca241372b47ed736d000ce608fb46f6f0b8b87c055c903.apk,44.0MB,e0e3f26da731d8c626cb4b76a0bf5ab8,81aa220af1cff1c3e681c3e0c0ce1f07c1a482ab,92919c3c4fd1d3f8ccca241372b47ed736d000ce608fb46f6f0b8b87c055c903,,com.services.lodwfiquu,com.services.lodwfiquu.MainActivity,21,9,,2.8.56,1734238,38,HIGH RISK,D,,4,2,0,0,2,11,13,13,1,9,10,13,0,True,False,True,False,False,"C=US, O=MyCompany, CN=Android Debug","C=US, O=MyCompany, CN=Android Debug",2017-09-10 00:00:00+00:00,2036-03-01 00:00:00+00:00,0,2,2,2,5,2,0,13,8,android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.CALL_PHONE;android.permission.PROCESS_OUTGOING_CALLS;android.permission.READ_CONTACTS;android.permission.RECEIVE_BOOT_COMPLETED;android.permission.RECEIVE_SMS;android.permission.RECORD_AUDIO;android.permission.WRITE_EXTERNAL_STORAGE,android.permission.ACCESS_ADSERVICES_AD_ID;android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.CALL_PHONE;android.permission.CHANGE_CONFIGURATION;android.permission.CHANGE_WIFI_STATE;android.permission.FOREGROUND_SERVICE;android.permission.PROCESS_OUTGOING_CALLS;android.permission.READ_CONTACTS;android.permission.RECEIVE_BOOT_COMPLETED;android.permission.RECEIVE_SMS;android.permission.RECORD_AUDIO;android.permission.USE_EXACT_ALARM;android.permission.WRITE_EXTERNAL_STORAGE,8/25,5/44,False,False,False,True,True,True,False
9298,banking_apk_scams,True,SYN-009298,aa6b0915f6a788af60c2075102645938f8d2c25e89d02f9247e1899cab0cb4f8.apk,25.78MB,33dada010bb1b5cc45e3d1423872b483,6b82301101a4583e2de2208ab27dedda36522285,aa6b0915f6a788af60c2075102645938f8d2c25e89d02f9247e1899cab0cb4f8,MyCash Go,net.global.ulpzupew,net.global.ulpzupew.MainActivity,34,16,,1.1.59,1924982,50,MEDIUM RISK,C,,0,4,3,3,1,24,2,6,6,13,2,0,0,True,True,False,False,False,"C=US, O=global, CN=MyCash Go","C=US, O=global, CN=MyCash Go",2015-01-18 00:00:00+00:00,2030-04-06 00:00:00+00:00,2,0,2,0,0,1,0,4,1,android.permission.WRITE_CALL_LOG,android.permission.BLUETOOTH_ADMIN;android.permission.READ_MEDIA_AUDIO;android.permission.SCHEDULE_EXACT_ALARM;android.permission.WRITE_CALL_LOG,1/25,3/44,False,False,False,True,False,False,False
9299,banking_apk_scams,True,SYN-009299,2a1a6bcc6fac92826cfa8bc914151f6eddf24d7fd3ea08d5b61fd022f6913ab6.apk,32.33MB,de75f79c642d401294d1305b3b8d495e,b85eeeace416cc40604c1ee4cdf80383fee965c8,2a1a6bcc6fac92826cfa8bc914151f6eddf24d7fd3ea08d5b61fd022f6913ab6,MetroFinance Plus,app.apps.kwfnoe,app.apps.kwfnoe.MainActivity,23,18,,7.0.46,2693335,41,MEDIUM RISK,C,0/400,1,5,2,2,0,22,9,1,7,12,1,0,5,True,False,False,False,False,"C=US, O=AppDev, CN=Android Debug","C=US, O=AppDev, CN=Android Debug",2012-06-16 00:00:00+00:00,2054-07-02 00:00:00+00:00,2,0,1,0,7,1,0,12,5,android.permission.BIND_DEVICE_ADMIN;android.permission.DISABLE_KEYGUARD;android.permission.PROCESS_OUTGOING_CALLS;android.permission.SEND_SMS;android.permission.WRITE_SMS,android.permission.AUTHENTICATE_ACCOUNTS;android.permission.BIND_DEVICE_ADMIN;android.permission.CHANGE_CONFIGURATION;android.permission.CHANGE_NETWORK_STATE;android.permission.DISABLE_KEYGUARD;android.permission.MANAGE_ACCOUNTS;android.permission.NFC;android.permission.PROCESS_OUTGOING_CALLS;android.permission.SCHEDULE_EXACT_ALARM;android.permission.SEND_SMS;android.permission.SET_WALLPAPER;android.permission.WRITE_SMS,5/25,7/44,False,False,False,False,False,True,True
9300,banking_apk_scams,True,SYN-009300,acb7b764355544d9d4af1ab9f4b6251036e355e0e6b837099fe95ac22a2e6141.apk,49.48MB,d73b910ef61dfe285459156f6d338652,422cad423fa65bef730e38ee6588a8eab16d1068,acb7b764355544d9d4af1ab9f4b6251036e355e0e6b837099fe95ac22a2e6141,MyBanking Online,xyz.apps.wnmj,xyz.apps.wnmj.MainActivity,16,11,,1.0.84,1519932,41,MEDIUM RISK,B,7/300,0,4,1,2,3,18,8,1,5,16,2,0,2,True,True,False,False,False,"C=US, O=Android, CN=MyBanking Online","C=US, O=Android, CN=MyBanking Online",2013-11-02 00:00:00+00:00,2035-02-08 00:00:00+00:00,0,2,2,0,4,1,0,11,6,android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.CALL_PHONE;android.permission.CAMERA;android.permission.PROCESS_OUTGOING_CALLS;android.permission.RECEIVE_SMS;android.permission.WRITE_SETTINGS,android.permission.ACCESS_ADSERVICES_AD_ID;android.permission.ACCESS_NETWORK_STATE;android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.CALL_PHONE;android.permission.CAMERA;android.permission.PERSISTENT_ACTIVITY;android.permission.PROCESS_OUTGOING_CALLS;android.permission.READ_MEDIA_AUDIO;android.permission.RECEIVE_SMS;android.permission.RESTART_PACKAGES;android.permission.WRITE_SETTINGS,6/25,5/44,False,True,False,False,False,False,False
9301,banking_apk_scams,True,SYN-009301,a0f759ef7048efcba71c6726ab51f503423a42bf5ccf169ab3086deb3d9ae886.apk,42.24MB,324ad0cfd6cabd088b30c46b2ed24ee4,614e108d9f32752f144808b912e5497201554c82,a0f759ef7048efcba71c6726ab51f503423a42bf5ccf169ab3086deb3d9ae886,DigitalUPI Connect,net.mobile.rbqag,net.mobile.rbqag.MainActivity,15,10,,9.5.68,9997849,56,MEDIUM RISK,B,2/350,1,0,3,1,0,8,15,2,2,4,13,0,0,True,True,True,True,False,"C=US, O=MyCompany, CN=Android Debug","C=US, O=MyCompany, CN=Android Debug",2022-10-09 00:00:00+00:00,2027-11-27 00:00:00+00:00,3,2,2,0,6,0,0,8,4,android.permission.DISABLE_KEYGUARD;android.permission.INSTALL_PACKAGES;android.permission.SEND_SMS;android.permission.SYSTEM_ALERT_WINDOW,android.permission.ACCESS_ADSERVICES_ATTRIBUTION;android.permission.DISABLE_KEYGUARD;android.permission.INSTALL_PACKAGES;android.permission.READ_MEDIA_AUDIO;android.permission.READ_MEDIA_IMAGES;android.permission.SEND_SMS;android.permission.SYSTEM_ALERT_WINDOW;android.permission.WRITE_SYNC_SETTINGS,4/25,4/44,True,False,True,False,False,True,False
9302,banking_apk_scams,True,SYN-009302,48b63de4105de13c39234c8e883d009d4402ea25367089412ace627ec3b01459.apk,17.78MB,1fe1cd739988e03ddadb4f2176d8db35,7e3dbdf0fa6efdc598aba51684743e4373d77a98,48b63de4105de13c39234c8e883d009d4402ea25367089412ace627ec3b01459,,xyz.labs.grycci,xyz.labs.grycci.MainActivity,26,13,,4.6.52,557202,32,HIGH RISK,D,,2,6,3,3,2,13,10,10,5,8,6,0,0,True,True,False,False,False,"C=US, O=Unknown, CN=Android Debug","C=US, O=Unknown, CN=Android Debug",2013-10-19 00:00:00+00:00,2032-02-18 00:00:00+00:00,1,2,0,0,2,2,0,13,10,android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.CALL_PHONE;android.permission.CAMERA;android.permission.DISABLE_KEYGUARD;android.permission.INSTALL_PACKAGES;android.permission.PROCESS_OUTGOING_CALLS;android.permission.RECEIVE_BOOT_COMPLETED;android.permission.RECEIVE_SMS;android.permission.RECORD_AUDIO;android.permission.REQUEST_INSTALL_PACKAGES,android.permission.ACCESS_ADSERVICES_AD_ID;android.permission.BIND_ACCESSIBILITY_SERVICE;android.permission.BROADCAST_STICKY;android.permission.CALL_PHONE;android.permission.CAMERA;android.permission.DISABLE_KEYGUARD;android.permission.INSTALL_PACKAGES;android.permission.PROCESS_OUTGOING_CALLS;android.permission.RECEIVE_BOOT_COMPLETED;android.permission.RECEIVE_SMS;android.permission.RECORD_AUDIO;android.permission.REQUEST_INSTALL_PACKAGES;android.permission.WAKE_LOCK,10/25,3/44,True,False,False,False,True,True,False
